Symbol,Total Cash,Debt Growth (QoQ),Net Cash,Total Debt,Net Cash Growth,Debt Growth (3Y),Debt Growth (YoY),Debt Growth (5Y),Cash / M.Cap,ROE,ROCE,ROIC (5Y),ROA,ROE (5Y),Rev / Employee,ROIC,ROA (5Y),Prof / Employee,Asset Turnover,F-Score,Inv. Turnover,Z-Score,Stock Price,Volume,RSI,RSI (W),RSI (M),EPS
CCO,109707000,-3.09%,-6912820000,7022527000,,-0.98%,3.97%,-0.03%,-1396.65%,,6.03%,3.23%,-3.90%,10.42%,367129,,-6.08%,-43720,0.33,5,,-1.44,1.02000,2109684,42.39,33.63,39.18,-0.37
KOP,43900000,-4.73%,-978000000,1021900000,,5.31%,9.80%,0.14%,-200.74%,10.30%,9.54%,8.67%,2.70%,24.28%,1004851,6.84%,4.84%,25168,1.10,5,4.17,2.16,24.38000,208946,35.56,27.15,36.72,2.46
REPX,16388000,-6.63%,-253106000,269494000,,60.65%,-24.29%,351.90%,-51.77%,18.30%,17.38%,20.21%,9.00%,153.28%,3982340,14.97%,11.28%,863078,0.42,5,17.00,1.74,23.16000,104802,32.55,35.03,43.21,4.26
ANAB,385373000,-2.77%,369336000,16037000,-1.01%,-8.53%,-9.98%,63.44%,74.23%,-272.90%,-33.13%,-69.89%,-32.10%,-91.32%,671176,-132.27%,-20.54%,-1067875,0.20,3,,-1.32,16.24000,710557,40.95,43.07,43.34,-5.12
NAK,11529481,10.57%,9565284,1964197,-16.32%,,25.17%,15.12%,1.84%,-32.20%,-43.01%,-21.96%,-26.10%,-24.76%,,-18.35%,-22.46%,,,1,,,0.92120,4742752,51.55,62.31,67.10,-0.05
RCAT,9154297,-85.76%,7186701,1967596,13.98%,,,,1.45%,-100.40%,-93.63%,-49.68%,-79.40%,-220.50%,185041,-65.05%,-74.26%,-430471,0.34,2,1.21,50.00,5.80000,12466812,45.30,46.65,55.46,-0.51
KROS,561380000,-2.20%,542519000,18861000,70.65%,158.41%,30.58%,71.40%,113.16%,-37.90%,-31.79%,-33.01%,-35.10%,-37.78%,21006,-35.71%,-34.36%,-1108598,0.01,3,,5.29,12.24000,3929590,61.98,33.24,35.67,-5.00
NAT,33361000,,-268234000,301595000,,9.45%,-24.57%,58.66%,-54.48%,18.30%,15.99%,2.73%,11.20%,-0.66%,23040412,15.21%,-0.38%,5806529,0.45,7,8.98,1.76,2.34000,1960571,40.61,33.62,36.58,0.47
EBF,68566000,32.76%,57741000,10825000,-36.86%,-13.84%,-1.15%,-12.10%,11.66%,12.20%,16.42%,10.99%,10.60%,11.54%,205745,12.46%,9.56%,21301,1.02,4,6.90,8.94,19.03000,179169,38.31,36.58,42.16,1.59
KRT,59963000,-1.15%,-32907000,92870000,,36.50%,30.79%,4.01%,-6.63%,19.20%,16.92%,13.06%,10.10%,30.38%,586176,11.43%,10.60%,41574,1.42,6,3.63,4.94,24.63000,51967,31.28,36.62,48.24,1.50
VTLE,40179000,-0.29%,-2513939000,2554118000,,21.07%,45.83%,16.28%,-495.09%,-6.10%,-0.82%,5.11%,-3.00%,-4.88%,4820528,-0.43%,-0.76%,-430057,0.34,4,,0.11,13.34000,1790776,28.46,26.67,30.10,-4.74
AGS,47102000,-0.09%,-496407000,543509000,,-4.19%,-3.36%,0.28%,-100.85%,63.40%,11.01%,7.23%,7.60%,-23.74%,431075,30.01%,-1.56%,56381,0.58,7,3.43,1.01,11.93000,738977,40.07,58.55,66.29,1.20
THRY,16311000,-7.62%,-268026000,284337000,,-12.17%,-18.50%,-18.06%,-56.18%,-46.30%,-3.73%,9.94%,-10.10%,12.02%,273261,-6.92%,-2.50%,-24607,1.12,7,,0.52,11.29000,808793,30.87,32.72,36.27,-2.00
KODK,293000000,1.01%,-206000000,499000000,,16.95%,0.81%,23.89%,-41.93%,11.50%,9.71%,-10.52%,4.50%,-387.40%,267436,-0.57%,-6.86%,26154,0.46,3,3.85,0.98,6.07000,3167037,47.35,48.17,53.21,0.90
DDI,285628,-9.10%,258992,26636,64.76%,-8.16%,-16.54%,-37.01%,0.00%,15.50%,-0.50%,-1.30%,14.30%,4.08%,1214698,11.82%,3.62%,441352,0.39,5,,133470.25,9.87000,26627,51.10,41.32,44.45,2.50
DADA,421162759,2789.89%,415690751,5472008,-23.13%,-39.64%,164.49%,,341.27%,-44.00%,32.48%,-42.80%,-32.80%,-47.40%,557157,-59.22%,-28.84%,-117530,1.56,2,698.13,,1.88000,7776822,52.23,57.85,41.56,-1.07
RERE,367208558,-21.34%,325519584,41688974,6.92%,33.04%,-18.12%,-1.45%,44.59%,-0.20%,1.12%,-16.18%,-0.20%,-11.32%,1088451,,-18.96%,-549,3.21,3,16.86,,2.22000,1703911,27.64,40.49,39.97,-0.01
YORW,1000,3.59%,-205560000,205561000,,11.99%,14.20%,15.26%,-42.21%,9.00%,4.97%,7.11%,3.30%,10.72%,590228,6.02%,3.96%,160039,0.12,5,6.55,1.21,33.84000,54466,48.75,48.25,42.54,1.42
SMP,44426000,188.31%,-616102000,660528000,,60.54%,169.40%,50.54%,-125.98%,4.30%,4.38%,8.78%,1.90%,9.06%,261402,3.70%,4.56%,4911,0.99,5,1.78,1.93,22.27000,330854,29.33,24.15,31.38,1.24
PSIX,58491000,-9.98%,-86859000,145350000,,-9.36%,-16.56%,8.79%,-18.55%,204.70%,81.14%,6.73%,22.00%,0.82%,679953,38.26%,1.98%,98970,1.51,7,3.75,3.05,21.14000,239140,37.26,41.73,56.26,3.01
GMRE,8942000,2.74%,-637189000,646131000,,4.16%,5.71%,10.84%,-135.53%,0.10%,,2.70%,0.10%,0.94%,5337692,2.79%,0.48%,31192,0.11,5,,,7.02000,922335,28.00,33.35,37.79,0.01
XRX,1232000000,3.91%,-2167000000,3399000000,,-7.15%,3.72%,-4.51%,-451.03%,-75.00%,-21.16%,-7.16%,-14.80%,-18.06%,370298,-27.17%,-3.96%,-79464,0.69,4,6.28,0.94,3.87000,5323244,27.54,22.27,27.60,-10.75
BBW,28955000,-3.68%,-69395000,98350000,,-3.52%,25.41%,-9.49%,-14.17%,40.90%,32.79%,12.49%,19.00%,22.04%,108843,22.69%,9.52%,11512,1.80,5,3.31,4.90,36.82000,322269,47.16,47.69,58.76,3.74
AUNA,,,,,,,,,,,,6.50%,,-4.72%,78281,,-0.54%,-2217,,7,,,6.55000,31545,42.12,44.37,0.00,-1.00
IMTX,676148789,1.12%,658023878,18124911,43.30%,18.03%,5.20%,38.03%,136.36%,3.50%,3.36%,-71.36%,2.40%,-159.58%,303417,-4.66%,-32.96%,29630,0.24,4,,2.23,3.97000,860809,40.60,28.69,32.35,0.15
HNST,75435000,-14.08%,62238000,13197000,461.26%,-29.42%,-39.29%,-19.57%,12.90%,-4.40%,-3.23%,-13.73%,-2.90%,-22.50%,2306951,-3.38%,-12.52%,-37341,1.77,5,2.94,3.41,4.43000,1868577,40.91,41.56,47.64,-0.06
ASTL,190730362,6.41%,-278880649,469611010,,92.12%,351.51%,,-58.65%,-9.30%,-4.76%,16.51%,-4.60%,,606641,-10.06%,,-34254,0.82,2,2.88,1.29,4.60000,851557,32.21,23.04,33.41,-1.08
NYMT,167422000,6.35%,-7394049000,7561471000,,35.12%,43.50%,-18.56%,-1536.06%,-7.20%,,-2.30%,-1.20%,-7.72%,2489400,-0.90%,-2.36%,-1482643,0.02,3,,,5.31500,903148,24.77,36.24,34.02,-1.14
BORR,62500000,5.61%,-2048100000,2110600000,,3.28%,24.03%,4.30%,-424.04%,8.30%,11.69%,-0.57%,2.50%,-14.04%,484236,7.05%,-4.46%,39339,0.31,6,,0.27,1.96000,9423235,40.25,25.70,33.34,0.32
YRD,560743318,167.73%,555170141,5573177,-32.71%,-66.67%,72.38%,-32.96%,224.18%,17.40%,,11.89%,13.10%,15.06%,1054813,14.61%,11.08%,287471,0.48,5,,,5.51000,135071,37.81,46.86,56.42,2.48
CPAC,19559283,-0.07%,-384576883,404136166,,-1.05%,-4.97%,6.98%,-81.45%,15.70%,124.04%,7.80%,6.20%,12.02%,312317,9.67%,4.70%,31400,0.61,7,1.60,1.79,5.41900,8095,36.32,41.15,47.11,0.62
HIFS,-5990000,-2.16%,-1654665000,1648675000,,79.39%,12.15%,18.32%,-344.14%,4.93%,-0.07%,5.82%,0.46%,13.66%,2214902,2.73%,1.35%,223717,0.05,3,,0.24,218.94000,11030,43.15,43.42,48.77,12.84
CSIQ,2278046000,-1.03%,-3632950000,5910996000,,21.31%,32.07%,18.78%,-771.60%,1.30%,2.00%,3.39%,0.30%,8.26%,269561,-0.64%,1.88%,1621,0.46,2,4.19,0.70,7.21000,2757770,36.07,31.50,33.40,0.54
BITF,183084000,-2.25%,159669000,23415000,60.60%,-34.87%,17.83%,1.08%,40.25%,-11.00%,-17.04%,-26.65%,-9.80%,-33.78%,1134594,-17.04%,-20.82%,-318018,0.35,1,238.98,3.41,0.77170,5606356,38.10,27.38,39.23,-0.13
RMR,147580000,-1.80%,35324000,112256000,-78.75%,49.91%,210.23%,26.64%,7.46%,9.40%,6.28%,20.73%,3.50%,14.92%,855418,9.09%,5.88%,22513,1.33,4,,2.96,14.94000,193008,25.74,20.27,29.57,1.33
ORGO,136151000,-59.29%,92839000,43312000,,-31.08%,-63.71%,-15.51%,19.86%,-0.30%,-0.30%,9.15%,-0.20%,16.20%,554710,-0.41%,7.38%,-1078,1.05,6,4.25,3.84,3.75000,591635,39.18,49.05,49.09,-0.01
CION,7670000,4.20%,-1091517000,1099187000,,10.15%,1.62%,5.61%,-230.25%,4.00%,,8.10%,1.70%,6.44%,,10.01%,3.10%,,0.13,5,,,8.94000,667593,29.05,26.96,37.49,0.63
CCRN,81633000,-12.18%,77762000,3871000,557.50%,-72.95%,-26.50%,-47.27%,16.23%,-3.30%,-3.03%,13.82%,-2.40%,21.82%,139928,-3.99%,9.54%,-1515,2.21,3,,4.84,14.44000,258773,33.19,41.03,43.81,-0.44
ZKH,313770319,-24.78%,239758562,74011757,6.00%,,-34.24%,,1756.38%,-8.50%,1.39%,,-3.90%,,345276,-9.31%,,-10563,1.28,3,11.20,0.64,2.93000,28879,34.22,36.24,21.67,-0.14
FARO,98702000,-1.50%,9905000,88797000,36.58%,53.85%,-0.26%,34.24%,2.15%,-3.50%,0.71%,-6.14%,-1.90%,-8.84%,289947,,-5.40%,-7677,0.70,5,2.76,2.19,24.85000,244043,40.09,47.03,48.54,-0.47
MPB,70564000,-58.52%,-8872000,79436000,,-21.92%,-77.70%,1.84%,-1.88%,8.50%,,5.90%,0.90%,9.06%,284692,6.99%,0.90%,79226,0.03,4,,,24.35000,128389,38.43,33.69,45.78,2.90
FTRE,118500000,-0.45%,-1080000000,1198500000,,149.46%,-28.32%,,-220.91%,-22.20%,-7.92%,,-8.70%,,167270,-6.32%,,-20378,0.72,4,,0.54,5.21000,3233978,23.30,18.81,28.69,-3.67
WDH,426485747,20.18%,393138697,33347050,-23.78%,60.87%,23.34%,41.30%,865.63%,7.90%,-8.56%,-0.42%,5.90%,10.44%,128278,3.44%,-8.74%,17008,0.45,3,,0.86,1.27000,289576,44.42,51.33,37.00,0.14
JACK,104633000,-0.33%,-3068564000,3173197000,,11.85%,-0.39%,7.57%,-668.93%,,3.01%,9.00%,-1.50%,-12.14%,190162,,4.34%,-5104,0.56,6,263.50,1.58,24.82000,790104,33.99,21.65,29.27,-2.16
GAIN,3147000,60.26%,-543411000,546558000,,27.93%,32.18%,125.83%,-117.54%,14.60%,,7.08%,7.40%,11.88%,1282314,5.26%,6.74%,1000429,0.09,2,,,12.70000,185289,41.97,39.62,42.54,1.91
RSVR,17760030,14.26%,-359955923,377715953,,18.80%,8.09%,,-76.96%,2.20%,4.11%,2.51%,1.00%,,1580137,3.36%,,79573,0.20,6,,0.96,7.17000,26074,41.32,37.20,46.00,0.11
USNA,181768000,,158768000,23000000,-51.84%,,2826.21%,,33.70%,8.10%,12.59%,18.29%,6.30%,19.80%,502649,6.58%,14.12%,24724,1.27,5,2.46,4.35,24.74000,261991,35.19,29.51,26.64,2.19
OPT,131916000,11.03%,-90836000,222752000,,,,,-138.46%,,-244.01%,-121.94%,-153.20%,-64.50%,7935,-153.70%,-100.78%,-6674003,0.00,1,,-9.52,3.41000,3025,39.27,44.75,46.10,-2.25
CLMB,29778000,44.57%,27342000,2436000,-19.87%,10.41%,12.21%,2.16%,5.71%,22.30%,24.70%,16.67%,5.20%,18.36%,1181744,22.38%,4.92%,47234,1.29,6,121.05,2.15,104.07000,26645,39.22,42.42,61.03,4.06
SLSR,32309000,3.18%,-17330000,49639000,,,68.53%,,-3.81%,-1456.50%,-162.99%,,-115.80%,,,-224.97%,,-1166924,,1,,,2.81000,458,36.25,43.61,45.20,0.49
GCT,260444000,,260444000,,41.42%,,,,54.58%,34.00%,17.48%,30.86%,12.00%,,743781,28.84%,,80594,1.11,6,5.75,2.66,11.58000,1304847,31.70,31.73,41.41,3.05
QURE,367521000,1.36%,-133470000,500991000,,54.55%,-5.94%,46.97%,-28.50%,-327.10%,-33.57%,-19.27%,-35.40%,-87.36%,129756,-37.29%,-15.30%,-1146201,0.04,5,,-2.57,8.57000,933230,34.12,41.45,45.30,-4.92
BBNX,103675000,-0.63%,96420000,7255000,,,,,21.70%,,-42.61%,,-42.20%,,221510,,,-186245,0.50,1,,0.97,10.69000,443167,35.41,0.00,0.00,-8.60
DDL,608680293,3.06%,194908469,413771823,80.94%,-17.51%,-33.07%,22.62%,62.23%,49.60%,-1.14%,-93.75%,4.30%,,1048014,5.32%,,13407,3.39,6,31.44,1.01,2.13000,1453328,27.42,32.73,32.69,0.18
MLR,24337000,-0.08%,-41208000,65545000,,274.69%,7.76%,56.15%,-9.01%,16.50%,17.92%,10.66%,8.90%,11.64%,734950,14.35%,6.84%,37109,1.75,5,5.78,4.46,40.45000,94980,32.63,25.73,42.92,5.47
SMBK,387570000,-1.73%,339751000,47819000,14.36%,-28.26%,-13.34%,-7.57%,72.69%,7.50%,,6.38%,0.70%,7.96%,271812,6.70%,0.78%,59054,0.03,4,,,27.16000,55242,31.20,40.18,51.40,2.14
LVWR,64437000,-20.34%,63638000,799000,-61.65%,-55.99%,-58.90%,,13.27%,-63.10%,-79.49%,-301.82%,-48.90%,,146335,-95.21%,,-516071,0.14,2,1.33,5.26,2.27000,47909,51.84,32.77,34.73,-0.46
LYTS,4712000,-16.39%,-44636000,49348000,,-20.29%,69.16%,36.44%,-9.34%,11.20%,12.69%,8.12%,7.00%,10.26%,275274,9.62%,5.90%,12301,1.57,5,6.01,4.62,15.97000,132942,38.06,38.21,51.32,0.77
ANSC,,,,,,,,,,,,,,,,,,,,2,,,10.67500,516,59.56,88.70,94.11,0.19
ARKO,297738000,-0.72%,-2285700000,2583438000,,7.48%,2.12%,13.33%,-509.50%,5.50%,3.93%,4.13%,0.40%,15.88%,741757,2.75%,1.22%,1282,2.39,6,30.96,2.74,3.96000,516597,40.27,32.78,34.63,0.13
FPI,78441000,-48.05%,-125436000,203877000,,-26.40%,-43.56%,-16.80%,-27.75%,11.20%,,2.52%,5.70%,2.86%,2426083,3.60%,1.58%,2351167,0.06,4,4.53,,9.80000,461473,28.34,34.41,41.61,1.06
TALK,117810000,,117810000,,-4.92%,,,,25.86%,1.00%,-3.76%,-22.99%,0.80%,-3.64%,360063,-3.54%,-19.88%,2203,1.37,5,,12.33,2.72000,1605532,46.47,46.24,49.70,0.01
BGS,50583000,-2.97%,-2026251000,2076834000,,-3.84%,-1.92%,1.57%,-444.51%,-35.60%,-6.28%,1.93%,-7.70%,-4.16%,694129,-6.81%,-0.82%,-90248,0.59,6,2.80,1.03,5.78000,2550049,29.34,37.55,31.42,-3.18
ARVN,1039400000,546.67%,1029700000,9700000,-18.49%,24.72%,203.13%,17.19%,235.42%,-33.70%,-23.02%,-38.62%,-16.70%,-42.60%,612558,-43.79%,-23.40%,-462558,0.22,2,,-0.91,6.62000,2240478,27.55,22.45,31.55,-2.77
KURA,727395000,-0.21%,710801000,16594000,74.75%,34.14%,-3.52%,17.21%,156.20%,-38.50%,-25.00%,-31.48%,-30.20%,-30.86%,280641,-44.90%,-27.58%,-906161,0.09,3,,-0.48,5.63000,1768007,30.09,25.29,31.04,-2.02
MRVI,322399000,-40.80%,-5431000,327830000,,-14.83%,-41.11%,-3.42%,-2.13%,-38.20%,-10.41%,14.35%,-11.20%,28.10%,454711,-36.38%,2.72%,-254116,0.20,4,2.97,0.93,1.78000,2860515,25.85,26.57,29.38,-1.05
BCYC,879520000,-27.89%,875530000,3990000,80.02%,-54.35%,-90.04%,26.11%,191.94%,-23.70%,-19.34%,-34.78%,-19.00%,-41.88%,115656,-26.33%,-27.28%,-554200,0.04,3,,1.20,6.53000,250335,27.17,22.61,31.98,-2.90
IPX,77125859,181.15%,72934820,4191039,609.06%,,263.66%,,164.47%,-40.70%,-25.02%,,-36.80%,,,-30.11%,,-919517,,3,,,14.23000,92577,28.40,31.64,47.60,-1.10
AAM,,,,,,,,,,,,,,,,,,,,1,,,10.26000,568373,51.00,76.54,0.00,-1.71
CTKB,277890000,-4.34%,269288000,8602000,7.02%,,-22.69%,,58.80%,-1.50%,-0.11%,-25.25%,-1.20%,,309341,-5.08%,,-9290,0.41,4,1.71,3.74,3.52000,932800,33.65,30.69,35.72,-0.05
FMNB,85738000,5.42%,-305412000,391150000,,64.57%,-11.84%,26.20%,-68.37%,11.20%,,8.68%,0.90%,13.96%,237710,5.76%,1.26%,67374,0.03,4,,,11.98000,130236,34.75,34.71,43.43,1.22
EQV,,,,,,,,,,,,,,,,,,,,1,,,10.08150,208909,50.18,70.13,0.00,0.24
MNRO,10161000,-3.13%,-528334000,538495000,,-13.59%,-12.64%,-6.01%,-120.91%,3.00%,4.07%,4.22%,1.20%,6.28%,158018,2.79%,2.58%,2584,0.72,6,4.63,1.45,14.96000,762589,40.90,25.31,30.27,0.65
GLRE,649087000,-2.93%,588338000,60749000,1.01%,-14.75%,-17.10%,-8.27%,131.54%,6.70%,,6.30%,2.20%,6.44%,9280347,6.97%,2.10%,570880,0.36,6,,,12.92000,114979,42.48,41.53,54.26,1.24
CRMD,51687627,-7.08%,51170614,517013,-32.17%,-17.59%,-22.56%,156.14%,11.51%,-29.00%,-22.69%,-51.31%,-22.30%,-53.10%,668803,-26.25%,-46.32%,-275846,0.54,0,0.66,4.45,6.84000,1147534,37.30,41.14,51.67,-0.30
BRCC,6810000,0.26%,-89887000,96697000,,40.31%,-11.48%,,-54.78%,-20.60%,5.62%,-20.83%,-1.30%,,710508,,,-5358,1.71,5,4.65,1.75,2.09000,620867,44.57,29.07,35.63,-0.04
NPKI,17756000,-22.14%,-867000,18623000,,-48.60%,-74.40%,-36.94%,-0.20%,-40.30%,-44.23%,-0.13%,-29.30%,-12.58%,472802,,-8.78%,-326657,0.43,5,8.44,2.85,5.14000,804647,39.04,34.74,42.46,-1.72
COGT,287077000,-2.03%,269610000,17467000,9.22%,76.90%,-7.35%,23.69%,59.58%,-74.90%,-94.00%,-59.75%,-63.30%,-101.72%,,-100.80%,-71.02%,-1248093,,1,,,4.02000,2095021,23.58,22.92,37.03,-1.94
JELD,151047000,-2.27%,-1137828000,1288875000,,-11.71%,-4.40%,-5.18%,-246.37%,-25.90%,-5.26%,2.07%,-6.70%,3.42%,235975,-6.62%,0.64%,-11814,1.34,5,6.56,1.70,5.20000,1142396,34.86,28.27,34.86,-2.22
BOC,89547001,3.42%,-10346293,99893294,,3.30%,12.41%,7.35%,-2.38%,-0.20%,0.00%,-1.61%,-0.20%,,239546,-1.34%,,-2859,0.15,3,,1.82,14.11000,204112,47.96,46.51,39.60,-0.04
CGEM,398977000,-12.06%,396826000,2151000,-14.38%,,-40.08%,,90.79%,-29.20%,-28.29%,-20.38%,-27.90%,-24.16%,,-33.24%,-17.22%,-1514043,,1,,,7.58000,463983,43.03,29.00,36.49,-2.78
FISI,87321000,24.52%,-136521000,223842000,,29.15%,-27.68%,-6.59%,-30.41%,-8.70%,,5.20%,-0.70%,7.92%,185214,-8.60%,0.66%,-72082,0.02,2,,,22.01000,238949,31.45,37.25,47.90,-2.75
NAGE,44660000,-8.43%,42009000,2651000,74.69%,-17.39%,-19.10%,9.05%,9.53%,24.40%,17.59%,-48.63%,14.70%,-48.12%,957663,15.30%,-24.52%,82212,1.71,7,3.21,10.89,5.67000,620347,37.24,49.13,58.85,0.11
SCHL,94700000,5.16%,-314800000,409500000,,63.79%,206.74%,35.16%,-74.05%,1.90%,0.97%,1.40%,1.00%,2.18%,264908,0.70%,1.34%,3095,0.84,6,2.54,1.88,16.54000,290860,36.01,34.36,30.30,0.59
HZO,145010000,6.82%,-1172039000,1317049000,,69.97%,8.35%,28.40%,-267.57%,5.70%,9.55%,12.66%,2.10%,18.24%,585727,4.84%,9.46%,13630,0.91,3,1.65,1.76,19.42000,360112,35.27,30.38,39.35,2.38
NPB,376295000,-3.69%,-926388000,1302683000,,,,,-209.58%,10.60%,,,0.90%,,374932,3.12%,,94324,0.04,3,,,12.85000,63335,35.92,0.00,0.00,1.83
SGU,49042000,0.92%,-258331000,307373000,,-2.00%,6.57%,-2.61%,-58.34%,18.30%,14.86%,11.34%,5.90%,16.68%,567972,10.07%,5.30%,17976,1.85,6,15.97,,12.75000,91776,49.50,59.74,57.62,1.28
CBNK,205332000,-46.83%,171270000,34062000,3393.88%,,-30.57%,-6.49%,38.60%,10.70%,,12.48%,1.20%,16.94%,412902,7.96%,1.64%,76098,0.06,4,,,26.41000,49088,37.55,44.81,56.14,2.12
LIND,216143000,0.20%,-411156000,627299000,,4.52%,0.57%,22.82%,-92.42%,,3.65%,-9.80%,-4.10%,56.08%,492158,,-10.76%,-27344,0.74,5,,0.33,8.04000,356780,35.07,35.93,44.76,-0.67
MEG,12935000,-8.35%,-268061000,280996000,,10.94%,33.59%,13.05%,-61.47%,-17.60%,-4.62%,-3.35%,-7.60%,-65.66%,204221,-4.98%,-9.08%,-21518,0.72,3,,0.87,12.78000,698398,38.60,32.25,35.70,-2.22
TWI,195974000,6.67%,-487490000,683464000,,12.12%,56.30%,6.46%,-115.73%,-1.00%,3.57%,7.61%,-0.30%,13.08%,222322,-2.48%,3.66%,-670,1.08,3,3.96,2.03,6.94000,795559,38.12,40.76,40.56,-0.08
NOA,55766448,-1.81%,-529149292,584915740,,27.38%,15.75%,13.71%,-128.37%,11.60%,9.53%,7.69%,2.70%,18.96%,443602,9.34%,5.52%,16775,0.71,6,13.75,1.30,13.75000,156590,34.84,23.78,37.18,1.06
STKL,9012000,-6.69%,-383672000,392684000,,12.49%,-0.74%,-6.40%,-83.32%,-11.20%,1.80%,0.91%,-2.60%,-8.78%,579910,,-3.68%,-14369,1.06,5,7.05,0.91,3.74000,2234339,16.47,22.34,36.74,-0.15
TMCI,75677000,-0.69%,6437000,69240000,-88.15%,33.10%,0.49%,29.21%,1.47%,-48.90%,-27.71%,-18.66%,-24.80%,-78.20%,438904,-30.58%,-20.50%,-116862,0.93,2,1.20,2.19,6.99000,344705,35.53,45.03,38.90,-0.90
NVRI,90158000,-1.77%,-1443755000,1533913000,,1.25%,-0.14%,13.03%,-336.43%,-27.20%,0.06%,-0.37%,-4.60%,-15.24%,195220,,-2.98%,-10664,0.85,5,10.25,1.81,5.43000,925398,36.81,31.56,40.78,-1.60
PBT,2122585,,2122585,,-64.92%,,,,0.49%,13424.50%,,10631.09%,623.40%,9986.86%,,15458.81%,653.20%,,6.65,4,,,9.32000,89699,38.53,32.24,35.91,0.55
CCNE,443035000,0.49%,297530000,145505000,274.21%,5.07%,2.08%,-14.47%,67.95%,8.40%,,7.97%,0.80%,10.28%,275141,7.22%,0.90%,63637,0.04,4,,,20.87000,119563,36.36,35.05,44.71,2.39
VHI,375000000,-7.84%,-188400000,563400000,,-4.80%,3.09%,-6.64%,-42.67%,10.90%,11.17%,8.13%,4.00%,8.98%,710361,10.40%,2.60%,35410,0.81,6,2.62,1.88,15.33000,14780,36.15,34.99,42.56,3.79
QD,1117241780,-0.52%,1009592180,107649600,-21.39%,-8.65%,1029.75%,-25.51%,350.14%,0.80%,3.29%,5.44%,0.70%,7.88%,97205,-1.58%,5.50%,41199,0.02,2,,3.02,2.29000,414713,29.89,40.08,48.88,0.07
URGN,237761000,1.20%,114374000,123387000,197.90%,576.80%,24.14%,116.33%,25.96%,-7363.60%,-46.51%,-452.57%,-47.40%,-1479.94%,384672,-84.46%,-73.78%,-539889,0.34,3,1.19,-3.06,9.39000,885442,36.78,39.62,42.98,-2.96
CHCT,4384000,2.58%,-481571000,485955000,,22.30%,20.51%,20.13%,-111.50%,-0.60%,,3.72%,-0.30%,3.04%,3216278,,1.86%,-88361,0.12,3,,,15.24000,607130,22.08,28.13,24.34,-0.23
PGC,391367000,-0.65%,212889000,178478000,,6.29%,-67.75%,-11.91%,48.98%,5.50%,,5.46%,0.50%,8.78%,355852,4.21%,0.76%,53206,0.03,4,,,24.64000,120493,31.01,32.92,43.33,1.85
WNC,115484000,0.04%,-281658000,397142000,,-2.49%,0.17%,-2.73%,-66.74%,-76.60%,-32.43%,-4.96%,-20.30%,-4.54%,324457,-60.87%,-0.50%,-47345,1.39,2,6.39,1.10,10.11000,897894,39.60,22.10,31.78,-6.40
TEN,376694000,,-1225095000,1601789000,,1.86%,2.96%,28.47%,-281.40%,17.30%,13.19%,4.41%,8.00%,2.46%,,12.16%,1.16%,,0.27,2,21.12,1.10,14.54000,345716,39.64,33.69,39.03,9.04
ITIC,24654000,4.40%,18298000,6356000,4.07%,6.05%,-1.44%,7.14%,4.24%,12.00%,,15.60%,9.20%,15.96%,469633,12.04%,11.64%,56496,0.76,4,,,227.19000,6249,46.25,48.85,57.73,16.43
GNTY,145964000,-2.74%,72971000,72993000,,-5.49%,-66.12%,-1.07%,17.13%,10.10%,,7.35%,1.00%,11.62%,249105,8.05%,1.08%,65025,0.04,4,,,37.53000,32568,39.46,50.39,56.59,2.74
GBLI,17834000,-4.29%,7463000,10371000,-70.51%,-58.54%,-18.55%,-48.87%,1.71%,6.30%,,2.56%,2.50%,2.22%,1658598,6.18%,0.84%,160906,0.25,3,,,30.00000,2913,32.52,35.08,46.27,3.12
CMP,45800000,6.20%,-928600000,974400000,,-1.02%,6.64%,-5.54%,-235.02%,-46.40%,-4.20%,3.11%,-9.30%,-22.76%,571753,,-3.84%,-81521,0.66,3,2.43,0.94,10.26000,727928,53.83,44.07,35.10,-3.72
SAGE,505868000,15.20%,494032000,11836000,-34.07%,-13.73%,129.16%,-20.42%,119.04%,-68.20%,-84.24%,-40.79%,-60.80%,-26.30%,116836,-90.66%,-23.86%,-1135031,0.06,1,,-5.90,6.91000,1071065,38.57,43.46,31.03,-6.59
RPAY,225184000,0.03%,-283331000,508515000,,3.43%,14.78%,18.96%,-66.40%,-1.30%,-0.19%,-4.01%,-0.70%,-10.42%,673209,-0.61%,-4.12%,-21841,0.20,4,,0.35,4.50000,1223754,28.49,19.01,32.66,-0.11
TRC,53708000,11.68%,-13234000,66942000,,8.35%,39.63%,1.66%,-3.13%,0.60%,0.62%,2.33%,0.50%,1.16%,475977,-1.25%,0.96%,30568,0.07,3,10.71,2.58,15.75000,159769,46.01,45.45,45.11,0.10
SIGA,155400262,,155400262,,3.50%,,,,36.90%,33.00%,34.73%,33.42%,27.10%,41.00%,3015638,25.24%,33.80%,1287266,0.63,4,0.55,11.33,5.92000,580761,55.84,46.28,46.61,0.82
APEI,158941000,-1.32%,-41681000,200622000,,-6.28%,-2.01%,76.30%,-9.88%,3.40%,5.84%,-4.14%,1.80%,-7.26%,102102,3.98%,-3.26%,1644,1.11,8,,2.49,23.45000,90758,56.66,62.55,65.53,0.55
